cat,案號,主管機關,名稱,類別,進度,說明
B01,1100051N,屏東縣,莊松榮製藥廠有限公司里港二廠新設計畫環境影響說明書,說明書,通過審查,
B01,0800171A,環境部,中國鋼鐵股份有限公司第三座鋼液真空處理設備設置計畫環境說明書,說明書,有條件通過,
B01,0790302A,環境部,中國金屬化工股份有限公司金山二氧化鈦廠增設計畫環境影響評估報告,評估報告書,有條件通過,
B01,0770112A,環境部,第五輕油裂解工場計畫環境影響評估報告,評估報告書,廢止結論,因資料老舊，繳費日期僅供參考
B01,0770062A,環境部,台灣杜邦股份有限公司二氧化鈦廠建廠環境影響評估報告,評估報告書,有條件通過,
B01,0770041A,環境部,華夏海灣塑膠股份有限公VCM廠建廠工程環境說明報告,說明書,有條件通過,
B01,0770011X,高雄市,中美和高雄廠擴建工程環境說明及污染防制計畫書,說明書,通過審查,定稿本 77.02
B01,0760092A,環境部,第五輕油裂解工場計畫初步環境影響評估報告,評估報告書,廢止結論,本署於110年8月20日廢止審查結…
B01,0760021A,環境部,正元紙業股份有限公司龍德木漿廠建廠計畫環境影響說明書,說明書,退件/撤銷/駁回,
B01,0760012A,環境部,台灣志氯化學股份有限公司鹼氯工廠建廠工程環境影響評估報告,評估報告書,有條件通過,
B01,1100041E,新竹縣,台灣眾鑫企業股份有限公司毗連用地開發計畫環境影響說明書,說明書,審查中,
B01,1100041H,彰化縣,津谷食品股份有限公司埤頭廠擴展計畫,說明書,通過審查,本書件為111.6定稿本
B01,1100034Z,金門縣,「金寧三廠整廠系統新建工程環境影響說明書」變更內容對照表(鍋爐汰舊換新案),變更內容對照表,審核修正通過,此版為定稿本
B01,1100031D,桃園市,精浚科技股份有限公司廠房興建案環境影響說明書,說明書,通過審查,110年7月26日函文定稿本，府環…
B01,1100031E,新竹縣,崴立機電股份有限公司新竹縣新埔鎮下旱坑段廠辦新建工程,說明書,通過審查,111年7月版為定稿本
B01,1100023Z,金門縣,「金寧三廠整廠系統新建工程環境影響說明書」環境影響差異分析報告,差異分析報告,審核修正通過,此為定稿本
B01,1100011O,臺東縣,群達環保股份有限公司廢棄物循環再生處理廠興建工程環境影響說明書,說明書,審查中,
B01,1100011V,臺南市,雍御企業股份有限公司臺南廠擴廠環境影響說明書,說明書,通過審查,本書件為110.08定稿本
B01,1090391B,新北市,林口特定區工十二工業區第一期第三次開發變更計畫環境影響說明書,說明書,通過審查,
B01,1090231T,臺中市,薪豐豐業有限公司申請經濟部公告特定區整體變更編定為丁種建築用地興辦事業計畫環境影響說明書,說明書,審查中,本書件為109年5月版(初稿)
B01,1090201T,臺中市,至成實業股份有限公司工廠設立環境影響說明書,說明書,通過審查,定稿本
B01,1090174D,桃園市,台灣科慕股份有限公司觀音廠二氧化鈦建廠環境影響評估報告書第二次變更內容對照表,變更內容對照表,審核修正通過,110年3月23日函文定稿本，府環…
B01,1090171T,臺中市,北極光實業有限公司詒新廠設廠環境影響說明書,說明書,通過審查,定稿本
B01,1090161D,桃園市,台灣松下電材擴建案環境影響說明書,說明書,通過審查,111年8月24日函文定稿本，府環…
B01,1090151T,臺中市,民峰實業股份有限公司大安二廠環境影響說明書,說明書,廢止結論,定稿本
B01,1090131D,桃園市,東培工業遷廠計畫環境影響說明書,說明書,通過審查,110年4月21日函文定稿本，府環…
B01,1090111D,桃園市,艾克爾龍潭廠增建環境影響說明書,說明書,通過審查,111年7月11日函文定稿本同意備…
B01,1090093D,桃園市,玉禮實業股份有限公司毗連工業用地開發計畫第二次環境影響差異分析報告,差異分析報告,重辦環評,109年第7次環境影響評估審查委員…
B01,1090091F,苗栗縣,京元電子股份有限公司竹南分公司中華廠擴廠計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B01,1090051N,屏東縣,聿丰肉品有限公司里港鄉新設工廠環境影響說明書,說明書,通過審查,
B01,1090044D,桃園市,傳貴宏業生機有限公司豆類食品工廠環境影響說明書變更內容對照表,變更內容對照表,審核修正通過,110年2月9日函文定稿本，府環綜…
B01,1090041H,彰化縣,上倫染整有限公司工廠環境影響說明書,說明書,通過審查,本書件為110.06定稿本
B01,1090031H,彰化縣,為升電裝工業股份有限公司毗連地擴建環境影響說明書,說明書,退件/撤銷/駁回,本案開發單位於111年1月26日以…
B01,1090031V,臺南市,鼎泰超合金鋁業股份有限公司開發計畫,說明書,通過審查,
B01,1090011B,新北市,勝鈔環保科技股份有限公司鶯歌廠設立案,說明書,審查中,
B01,1090011E,新竹縣,新竹縣竹北市台元段669地號等廠辦大樓新建工程案環境影響說明書,說明書,通過審查,
B01,1080211T,臺中市,鍵欣有限公司工廠設立環境影響說明書,說明書,通過審查,定稿本
B01,1080181T,臺中市,新虎將機械工業股份有限公司工廠擴建計畫環境影響說明書,說明書,通過審查,定稿本
B01,1080091E,新竹縣,「大享容器工業股份有限公司擴展計畫」,說明書,通過審查,定稿本為110年1月版，分為本文及…
B01,1080051F,苗栗縣,台灣積體電路製造股份有限公司竹南先進封測廠建廠計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B01,1080051T,臺中市,康揚企業股份有限公司工廠設立環境影響說明書,說明書,通過審查,定稿本
B01,1080041E,新竹縣,「久聯化學工業股份有限公司」環境影響說明書(重新辦理環境影響評估),說明書,審查中,本書件為112年8月版
B01,1080033D,桃園市,台灣科慕股份有限公司觀音廠第二次環境影響差異分析報告,差異分析報告,審核修正通過,109年3月27日函文定稿本，府環…
B01,1080031F,苗栗縣,廣源造紙股份有限公司苑裡廠補辦臨時工廠登記暨劃定特定區開發案,說明書,通過審查,本書件為定稿本
B01,1080031H,彰化縣,豐溢綠能材料股份有限公司環境影響說明書,說明書,通過審查,本書件為110.07定稿本。原永溢…
B01,1080021D,桃園市,桃園市大溪區石園段793-16地號等6筆土地丁種建築用地開發案環境影響說明書,說明書,通過審查,
B01,1080021E,新竹縣,聯茂電子新埔廠開發計畫(重新辦理環境影響評估),說明書,通過審查,
B01,1070201D,桃園市,艾克爾龍潭廠增建環境影響說明書,說明書,退件/撤銷/駁回,開發單位逾期未提補正資料，依環境影…
B01,1070161D,桃園市,谷釩科技有限公司工廠興建環就影響說明書,說明書,審查中,
B01,1070121T,臺中市,旭台浪板股份有限公司工廠環境影響說明書,說明書,通過審查,定稿本
B01,1070111T,臺中市,明昌國際工業股份有限公司工廠環境影響說明書,說明書,通過審查,定稿本
B01,1070091D,桃園市,日榕建材有限公司補辦臨時工廠登記環境影響說明書,說明書,通過審查,109年10月15日函文定稿本，府…
B01,1070042F,苗栗縣,裕隆三義二廠興建案環境影響評估報告書初稿,評估報告書,退件/撤銷/駁回,開發單位於112年1月17日申請撤…
B01,1070041H,彰化縣,成川鋼管股份有限公司六廠環境影響說明書,說明書,通過審查,本書件為108.11定稿本
B01,1070041N,屏東縣,潤泰精密材料股份有限公司廠房新建工程環境影響說明書,說明書,通過審查,
B01,1060224D,桃園市,成昇實業股份有限公司工廠興建開發計畫環境影響說明書變更內容對照表-申請停止營運期間環境監測(定稿本),變更內容對照表,審核修正通過,
B01,1060161D,桃園市,良和興業有限公司工廠興建環境影響說明書,說明書,退件/撤銷/駁回,依環境影響評估細目及範圍認定標準第…
B01,1060151D,桃園市,喬匯實業有限公司工廠興建環境影響說明書,說明書,退件/撤銷/駁回,109年7月16日府環綜字第109…
B01,1060141D,桃園市,鍾森實業股份有限公司工廠興建環境影響說明書,說明書,廢止結論,111年8月22日，府環綜字第11…
B01,1060141E,新竹縣,新竹縣新豐鄉員興段553等49筆地號廠房新建工程,說明書,通過審查,
B01,1060131D,桃園市,佳益信工業股份有限公司工廠興建環境影響說明書,說明書,退件/撤銷/駁回,109/8/14，府環綜字第109…
B01,1060091F,苗栗縣,富格蘭科技有限公司機械設備工廠環境影響說明書,說明書,通過審查,本書件為定稿本
B01,1060071I,南投縣,「南投縣草屯鎮富頂段260地號等土地窯業用地變更為丁種建築用地台勵福廠房新建工程」環境影響說明書,說明書,通過審查,此為定稿本
B01,1060051N,屏東縣,福鑫農具有限公司工廠興建工程環境影響說明書,說明書,通過審查,
B01,1050101D,桃園市,桃園市大溪區番仔寮101-6地號等四筆土地丁種建築用地擴廠案環境影響說明書,說明書,退件/撤銷/駁回,106年1月16日本府府環綜字第1…
B01,1050091T,臺中市,萬大酵素生物科技股份有限公司工廠設立環境影響說明書,說明書,有條件通過,定稿本
B01,1050044D,桃園市,桃園市大溪區缺子段缺子小段136-6地號工廠興建開發計畫環境影響說明書,變更內容對照表,不同意變更,
B01,1050021D,桃園市,景同大溪廠房設置環境影響說明書,說明書,通過審查,111年3月1日函文定稿本，府環綜…
B01,1040151D,桃園市,溢哲有限公司廠房設置新建工程環境影響說明書(定稿本),說明書,通過審查,
B01,1040121D,桃園市,員全股份有限公司桃園楊梅廠擴建案環境影響說明書(定稿本),說明書,通過審查,
B02,0770052A,環境部,桃園縣龍潭製藥工業專業區環境影響評估報告書,評估報告書,有條件通過,
B02,1120679A,環境部,褒忠產業園區設置計畫第二階段環境影響評估範疇界定,範疇界定,,本書件為112年10月版初稿本
B02,1120171D,桃園市,大園內海產業園區開發計畫環境影響說明書,說明書,審查中,
B02,1120081X,高雄市,環球路竹產業園區計畫環境影響說明書,說明書,審查中,112.05 初稿
B02,1120071D,桃園市,桃園市U-PARK智匯產業園區環境影響說明書,說明書,審查中,
B02,1120071X,高雄市,漢翔發動機科技產業園區環境影響說明書,說明書,審查中,112.05 初稿
B02,1120061A,環境部,臺南市鹽水區華新麗華產業園區開發案環境影響說明書,說明書,審查中,本書件為112年5月版修訂本。
B02,1120021T,臺中市,台中東大科技產業園區環境影響說明書,說明書,審查中,本書件為修訂本(112年8月版)
B02,1120011B,新北市,新店寶高智慧產業園區環境影響說明書,說明書,審查中,
B02,1120011J,雲林縣,德欣先進股份有限公司產業園區開發計畫,說明書,審查中,本書件為112年7月版
B02,1111101A,環境部,褒忠產業園區設置計畫環境影響說明書,說明書,進入二階,本書件為公開陳列版
B02,1050139A,環境部,範疇界定:南星土地開發計畫－自由貿易港區第二期第二階段環境影響評估範疇界定,範疇界定,,範疇界定中（會議資料請至本署環評開…
B02,1050022H,彰化縣,彰化縣大城產業園區環境影響評估報告書,評估報告書,退件/撤銷/駁回,依據開發單位105年5月25日經授…
B02,1040501A,環境部,臺北港南外堤內側碼頭區設置自由貿易港區開發計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B02,1040391A,環境部,農業生物科技園區擴充計畫暨既有園區變更環境影響說明書,說明書,通過審查,
B02,1040321A,環境部,富安產業園區開發案環境影響說明書,說明書,退件/撤銷/駁回,本書件為修訂本
B02,1040101D,桃園市,楊梅仁美產業園區開發計畫環境影響說明書,說明書,退件/撤銷/駁回,110年12月15日府環綜字第11…
B02,1040101X,高雄市,宇揚航太科技產業園區開發計畫環境影響說明書,說明書,通過審查,定稿本 105.08
B02,1040081F,苗栗縣,苗栗縣三義工業區拐子湖段815-5地號等10筆土地開發計畫環境影響說明書,說明書,進入二階,本書件為公開陳列版
B02,1040052A,環境部,彰化縣大城產業園區環境影響評估報告書,評估報告書,移送管轄,本件因管轄權變更，依環境影響評估法…
B02,1031091A,環境部,神岡豐洲科技工業園區二期申請設置、規劃、開發、租售及管理計畫環境影響說明書,說明書,進入二階,本書件為初稿本
B02,1030451A,環境部,彰化縣二林精密機械產業園區環境影響說明書,說明書,進入二階,本書件為初稿本
